date,title,source,contents,link
2일 전,"클린스만 경질 건의… “전술부재 인정 않고, 4강 패배 선수 탓”",동아일보언론사 선정,대한축구협회 국가대표 전력강화위원회가 ‘말도 많고 탈도 많던’ 위르겐 클린스만 축구대표팀 감독 경질을 협회에 건의했다. 지난해 2월 27일 클린스만 감독 선임을 발표한 지 1년이 채 지나지 않아서다. 이제 정몽규 축구협회장의 결단만 남았는데 축구협회는 이르면 16일 클린스만 감독 경질을 공식 발표할...,https://www.donga.com/news/Culture/article/all/20240216/123542640/1
2일 전,정몽규 회장의 '뒤늦은 수습'... 클린스만 자르며 사퇴 일축,오마이뉴스언론사 선정,"▲ 정몽규 회장, 클린스만 감독 경질 발표 정몽규 대한축구협회장이 16일 오후 서울 종로구 축구회관에서 클린스만 국가대표팀 감독 경질을 발표하고 있다. ⓒ 권우성 너무 늦은 수습이자, 책임 회피 발표였다. 대한축구협회 수장인 정몽규 회장이 아시안컵 4강전 패배 후 9일 만에 모습을 드러내 클린스만...",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003002680&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
2일 전,"홍준표, 클린스만 이어 이강인 겨냥? ""공 잘차도 싸가지 없으면 정리해야""",서울경제언론사 선정,"앞서 홍 시장은 위르겐 클린스만 한국 축구대표팀 감독의 경질과 정몽규 대한축구협회장의 사퇴를 주장해 왔다. 홍 시장은 지난 14일 자신의 SNS에 ""클린스만 해임 안 하면 앞으로 국가대표 경기를 안 보겠다""며 위르겐 클린스만 축구 국가대표팀 감독의 경질을 거듭 촉구한 바 있다. 홍 시장은 ""일개 무능한 감독...",https://www.sedaily.com/NewsView/2D5DSX5NN2
3일 전,클린스만 사실상 경질…정몽규 승인 절차만 남았다,중앙일보언론사 선정,위르겐 클린스만(독일) 감독에 대해 대한축구협회가 경질 수순을 밟는다. 대한축구협회는 15일 서울 신문로 축구회관에서 2024년 제1차 국가대표팀전력강화위원회(이하 강화위원회)를 열고 아시안컵 기간 중 드러난 축구대표팀 경쟁력 저하의 책임을 물어 클린스만 감독을 경질하는 게 바람직하다는 결론을 냈다....,https://www.joongang.co.kr/article/25228896
3일 전,"축구협회 전력강화위원회, 클린스만 대표팀 감독 경질 건의",MBC언론사 선정,"대한축구협회 전력강화위원회가 클린스만 축구대표팀 감독의 경질을 협회 집행부에 건의하기로 결정했습니다. 협회는 2024년도 제1차 전력강화위원회를 열고 ""클린스만 감독이 재임 기간 중 선수를 발굴하려는 의지가 부족했고, 내부 갈등을 제대로 파악하지 못했으며, 국내 체류기간이 적어 국민들의 신뢰를...",https://imnews.imbc.com/news/2024/society/article/6571477_36438.html
3일 전,"축구협회, 사실상 클린스만 감독 경질",경향신문언론사 선정,2023 아시아축구연맹(AFC) 카타르 아시안컵을 분석한 국가대표전력강화위원회가 지도력 논란에 휘말린 위르겐 클린스만 감독의 경질을 권고했다. 클린스만 감독과 계약 해지 여부는 정몽규 대한축구협회 회장의 최종 결정으로 남겨졌다. 클린스만 감독의 경질 여론이 식지 않는 가운데 15일 오전 11시 서울 신문로...,https://www.khan.co.kr/world/world-general/article/202402151700001
2일 전,"정몽규 ""클린스만 잔여 연봉 문제가 생기면 재정적 기여 고민""",조선일보언론사 선정,"대한축구협회가 위르겐 클린스만 감독을 경질했다. 정몽규 대한축구협회 회장은 16일 서울 종로구 축구회관에서 기자회견을 열고 “이번 카타르... 그는 “클린스만 감독은 대표팀 경쟁력을 이끌어내지 못했고, 근무 태도 등에서 국민 정서에 미치지 못했다. 앞으로 개선되기 어렵다는 의견이 많아 사령탑을...",https://www.chosun.com/national/national_general/2024/02/16/3FUBP7N5FJHVROXDOQAGCMZ5R4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
2일 전,축구협회 임원회의 시작…클린스만 감독 경질 마지막 수순,연합뉴스언론사 선정,위르겐 클린스만(독일) 축구 국가대표팀 감독의 거취를 최종적으로 결정하는 대한축구협회의 임원 회의가 시작됐다. 축구협회는 16일 오전 10시부터 서울... 이번 회의는 전날 협회 국가대표전력강화위원회가 클린스만 감독의 교체를 건의하며 소집됐다. 국가대표팀 운영에 대한 자문 기구인 전력강화위원회는...,https://www.yna.co.kr/view/AKR20240216051000007?input=1195m
2일 전,"정몽규 “클린스만 경질”···클린스만 “놀라운 여정, 계속 파이팅”",경향신문언론사 선정,실망스러운 경기력으로 2023 아시아축구연맹(AFC) 카타르 아시안컵 우승에 실패하면서 지도력 논란에 휘말린 위르겐 클린스만 한국 축구대표팀 감독이 경질됐다. 지난해 3월 한국 축구 지휘봉을 잡은 클린스만 감독과 동행은 채 1년도 안돼 끝이 났다. 정몽규 대한축구협회 회장은 16일 서울 신문로...,https://www.khan.co.kr/national/national-general/article/202402161445001
2일 전,"클린스만, 경질 발표전 인스타에 “모든 분들께 진심으로 감사”",조선일보언론사 선정,위르겐 클린스만(60·독일) 축구 국가대표팀 감독이 16일 자신의 인스타그램을 통해 “모든 분들에게 감사드린다”고 밝혔다. 클린스만 감독의 거취를 결정하는 대한축구협회 임원 회의가 열린 이후 올라온 글이어서 거취 관련 통보를 받고 작별을 암시한 것 아니냐는 해석이 나온다. 클린스만 감독은 이날...,https://www.chosun.com/national/national_general/2024/02/16/CJHGTBTN2BGQ7PKWCDZ3LAPSMM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
2일 전,"클린스만, 사임 암시 ""12개월간 멋진 여정, 응원 감사""",MBN언론사 선정,위르겐 클린스만(60·독일) 축구 국가대표팀 감독이 사임을 암시하는 글을 올렸습니다. 클린스만 감독은 자신의 인스타그램에 대표팀 훈련 때 선수들과 둥글게 서 있는 사진과 함께 “모든 선수들과 코칭스태프 그리고 모든 한국 축구 팬 여러분께 진심으로 감사드린다”고 밝혔습니다. 그는 “아시안컵...,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00008&news_seq_no=5003532
2일 전,"대한축구협회, 클린스만 대표팀 감독 경질‥차기 감독 선임 작업 착수",MBC언론사 선정,"대한축구협회가 아시안컵 4강 탈락 등으로 지도력 부족 논란이 불거진 클린스만 대표팀 감독을 경질하기로 결정했습니다. 정몽규 대한축구협회장은 오늘 임원 회의 직후 브리핑을 통해 ""클린스만 감독은 경기 운영과 선수 관리, 근무 태도 등에서 지도력과 리더십을 보여주지 못했다""며 ""북중미 월드컵 예선에서...",https://imnews.imbc.com/news/2024/society/article/6571780_36438.html
3일 전,"축구협회 전력강화위, 클린스만 대표팀 감독 경질 건의",SBS언론사 선정,대한축구협회 국가대표전력강화위원회가 위르겐 클린스만 국가대표팀 감독의 경질을 협회에 건의했습니다. 지난해 2월 말 한국 대표팀 사령탑으로 부임한 클린스만 감독은 1년 만에 지휘봉을 내려놓을 처지에 몰렸습니다. 축구협회 국가대표전력강화위원회는 서울 종로구 축구회관에서 아시안컵 결과 등을...,https://news.sbs.co.kr/news/endPage.do?news_id=N1007537881&plink=ORI&cooper=NAVER
2일 전,"'손흥민·이강인' 탓만 한 클린스만…정몽규, 드디어 입 연다",한국경제언론사 선정,"앞서 대한축구협회 국가대표전력강화위원회는 클린스만 감독의 경질에 뜻을 모았다. 황보관 대한축구협회 기술본부장은 위원회 이후 가진 브리핑에서 ""여러 가지 이유로 클린스만 감독이 더는 리더십을 발휘하기 힘들다는 위원회의 판단이 있었고, 교체가 필요하다는 데에 의견이 모였다""고 말했다. 황보...",https://www.hankyung.com/article/2024021680517
2일 전,"'중도 하차' 클린스만, 위약금으로만 150억 챙기나",한국경제언론사 선정,"대한축구협회가 국가대표팀 감독을 교체하기로 확정하고 위르겐 클린스만(독일) 감독에게 이를 통보했다. 클린스만 감독이 취임 11개월 만에 불명예스럽게 짐을 싸게 됐지만 거액의 위약금을 챙기게 될 전망이다. 대한축구협회는 16일 서울 신문로 축구회관에서 임원 회의를 열었고, 오후 2시 30분 클린스만...",https://www.hankyung.com/article/2024021692227
2일 전,"클린스만, 경질 예감? SNS에 “13경기 연속 무패 여정 감사”",동아일보언론사 선정,"경질 위기에 놓인 위르겐 클린스만 감독이 자신의 SNS에 현재 국내 분위기와는 상반된 ‘해맑은(?)’ 글을 올렸다. 클린스만 감독은 16일 자신의 SNS에 선수단과 함께한 사진을 게재하면서 “모든 선수들과 코칭스태프, 그리고 모든 한국 축구 팬 여러분께 진심으로 감사드린다”고 했다. 그러면서 “지난...",https://www.donga.com/news/Society/article/all/20240216/123550629/2
2일 전,클린스만 1년 만에 결국 경질... 정몽규 “국민 기대치 못미쳐”,조선일보언론사 선정,"축구협회, 정 회장 참석한 회의 열어 최종 결정 위르겐 클린스만(60·독일) 한국 축구 대표팀 감독이 부임 1년 만에 경질됐다. 정몽규(62) 대한축구협회 회장은 16일 오후 서울 종로구 축구회관에서 기자회견을 열고 클린스만 감독을 경질하겠다고 발표했다. 지난 6일 카타르 아시안컵 준결승에서 졸전 끝에...",https://www.chosun.com/national/national_general/2024/02/16/5U43MVMMYZEKHGDTCFY75E2QMU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
2일 전,"클린스만, 11개월 만에 '경질'…정몽규 축협 회장이 직접 발표",머니투데이언론사 선정,"축구대표팀 사령탑 위르겐 클린스만 감독이 부임 11개월 만에 경질됐다. 대한축구협회는 16일 오전 10시 정몽규(62) 협회장이 참석하는 긴급 임원회의를 열어 클린스만 감독을 경질하기로 했다. 정몽규 축구협회장은 이날 오후 2시 기자회견을 열고 클린스만 감독의 경질을 발표했다. 정 회장은 ""어제...",http://news.mt.co.kr/mtview.php?no=2024021610172924362
2일 전,[기자의 눈] 손흥민 이강인 두 번 죽인 축구협회 그리고 클린스만,한국일보언론사 선정,"""손흥민과 이강인 사이에 주먹 다툼이 있었다"", ""일부 고참급 선수들이 위르겐 클린스만 감독에게 이강인을 출전 명단에서 제외시켜 달라 했다"" 등... 아시안컵 졸전, 4강 탈락으로 국민적 비난을 받던 클린스만 감독과 정몽규 축구협회 회장의 책임론을 무마하기 위해 축구협회가 나선 것 아니냐는 의혹이 나올...",https://www.hankookilbo.com/News/Read/A2024021516330000088?did=NA
2일 전,"클린스만, 돌연 의미심장글 ""12개월간 놀라운 여정…모두에게 감사""",중앙일보언론사 선정,"경질 위기에 놓인 위르겐 클린스만 한국 축구대표팀 감독이 자신의 소셜네트워크서비스(SNS)에 ""모든 분들에게 감사하다""는 인사를 남겼다. 클린스만 감독은 16일 인스타그램에 선수단과 함께한 사진을 올리며 ""모든 선수들과 코칭스태프, 그리고 한국의 축구 팬들에게 진심으로 감사하다""고 적었다. 이어...",https://www.joongang.co.kr/article/25229137
